direction,src_id,src_label,dst_id,dst_label,weight,relations
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),157745,user[21246] (lTlAN7WXq6hEdzBiSYxknQ),0.00147749,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),146001,user[9502] (lC97Y25jUV0DVCCAtR5rkQ),0.00146712,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),140602,user[4103] (sZCDmgrGyvHTrAha08KqDA),0.00144150,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),177005,user[40506] (Ir0stkOXlnnTrT9hN0Kozw),0.00141179,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45762,entity[45762] (categories::Nightlife),0.00139780,categories
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),150097,user[13598] (qrZVsscdoPKfewz50ZmLeA),0.00138107,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),159663,user[23164] (fCWEsW3lhZk2RQ0zPrqvsw),0.00134888,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),168314,user[31815] (LF0dQ2QgKbmv6gb5xgxAFA),0.00132604,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),162265,user[25766] (IkvaB4ij28xrBgh5Qz4KPw),0.00132294,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),180891,user[44392] (ssY5madTrd_ZAiV8av9kug),0.00131294,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),171254,user[34755] (xCf58sOiZxQFFQcb4TUUQQ),0.00131056,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),153960,user[17461] (EvPIHxrIba_KEFkpJG1dzw),0.00130934,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),173208,user[36709] (He2UXphOsEq7U5LDyd3n4Q),0.00126600,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),161529,user[25030] (sTAAPSkBP_6zxpajW40bHw),0.00124668,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),166600,user[30101] (li7AtdY322dAqBGicsgL0g),0.00121860,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),143139,user[6640] (r8FW18DrUnOvvLjLZ9PquA),0.00112223,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),172810,user[36311] (PqX6OuXz7II9RHWmGEp0QQ),0.00110352,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),179742,user[43243] (vZFYa63rZtbyiL4bH32CdQ),0.00109997,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),139014,user[2515] (NsegE9Mqm3GCQeSx0v0tYw),0.00109412,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),180719,user[44220] (p9MNw2PKSwHaRn2i4gM5eA),0.00106938,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),177424,user[40925] (c1EdlCQyw9sJfQjt3Qzqpw),0.00105987,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),151786,user[15287] (rXDqOtMie36VjQMLQdwHsA),0.00104023,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),146124,user[9625] (WWC17TMB0z3sfKgKu1IbGw),0.00103789,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),178558,user[42059] (WE3juJ0iRPsQ6e18VynwDQ),0.00101467,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),171210,user[34711] (53_Eac6MvU0fr2lmMlTIRQ),0.00098978,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),171307,user[34808] (zJ0WVV_HdEGjBJ_JlXS9Ig),0.00098937,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),145775,user[9276] (0jysa5m28UvY6AMjHtU4aw),0.00097597,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),168911,user[32412] (fpcHZiCx0yCdXZCtVOqJrg),0.00096577,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),139433,user[2934] (cMEtAiW60I5wE_vLfTxoJQ),0.00088342,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),181966,user[45467] (FgMWx8pCjrST_Pqvm9NLdA),0.00087665,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),48479,entity[48479] (?),0.00082139,categories
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),162226,user[25727] (LpqOueZj2CQjLn5dUDfyWg),0.00080072,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),159370,user[22871] (wAHvCjMffHf9xCWFhgkRzg),0.00079380,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45968,entity[45968] (categories::Thai),0.00075560,categories
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),167478,user[30979] (c5ebpS7ex6npffT9Nlvqvw),0.00072551,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45627,entity[45627] (categories::Bars),0.00070354,categories
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),181300,user[44801] (7R13F744wiEZdFJ634GU_A),0.00069770,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),175336,user[38837] (BbVdH18QJVn2cYuFHvgAEA),0.00069217,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),169687,user[33188] (LoCpepvopAzq2EKT2g4wwA),0.00068654,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),149430,user[12931] (aPhwq_YYD1uCO3Q1mSlzcQ),0.00067030,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),171954,user[35455] (UDAq1qkLKq5mIybBfNzS_A),0.00064247,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),147358,user[10859] (0ibm06KpYdnGL8Ga55w5RQ),0.00064186,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),160644,user[24145] (2ZtqYY6BZg53MJd7qoYT0g),0.00063914,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),165278,user[28779] (X746pSIgjHPTQRvCUe2tmg),0.00060759,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),158189,user[21690] (SbzkQ6M5hRhDuYOoVe4H0A),0.00059940,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),161658,user[25159] (rJOb7tYaJfqBbS4Pb4q30Q),0.00059210,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),167214,user[30715] (zj2ff8z23ejDFDAsEcs_BA),0.00058752,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),46503,entity[46503] (categories::Chinese),0.00056696,categories
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),174376,user[37877] (CHomvHLiappeENd8SbU9nQ),0.00049816,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),171696,user[35197] (n8sxD3ybFwCHhOo9P3bVhw),0.00049541,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),169367,user[32868] (P26Oih5WLcBC6U1zIEnf_w),0.00048292,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),139450,user[2951] (dyHHJs4gHHOW6EON4xHRQA),0.00046166,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),154420,user[17921] (1uVmN3vSvxCrxijXFwtIrA),0.00045988,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),155870,user[19371] (podBTLonm3NB3jwNBIclQg),0.00045339,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),172306,user[35807] (OGMT9AFPZy_2hfiNCBW3ww),0.00044285,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),180900,user[44401] (vrwEyaJSte3zyFDKP7PaFg),0.00040736,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),156833,user[20334] (A7n1N1cHdrGZRjM9df7MGg),0.00040717,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),145007,user[8508] (7GVA958q4zs5Z8cdHauU5Q),0.00040527,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),180057,user[43558] (3ABugfXekKDaV4F1iBg0TQ),0.00040470,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),145077,user[8578] (1Z8g8lyU6ILsItOKJmJmxQ),0.00036808,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),178613,user[42114] (qvBycvgpYXg9Jdv8UrWOKw),0.00035424,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),153948,user[17449] (Ck73f1qtZbu68F_vjzsBrQ),0.00033360,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45772,entity[45772] (city::Phoenix),0.00032374,city
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),156914,user[20415] (LnmJwGICM54BbrfWOShCXg),0.00031985,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),152155,user[15656] (LGDG2rhF1fsbcY3iPfmj5w),0.00029911,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),181860,user[45361] (4OuY8zCZ6LoiQNpMtE802A),0.00029741,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),139652,user[3153] (xB6hzmt8aZ06xqdFpLSRoA),0.00029200,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),155447,user[18948] (PnP7LY0ZyY0JkbZp4ecz5A),0.00028784,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),182082,user[45583] (G7ppJ0NKJyW_jjy1nU9ZHg),0.00028359,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),138842,user[2343] (UyuWAvDcLp4zU1Wfc1PNXg),0.00027187,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),141826,user[5327] (kjeX2RXvW7RhBbD2QLd5jA),0.00025640,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),145508,user[9009] (SNQcE_Bc0QAbxFu5F1dTzw),0.00024251,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),182210,user[45711] (MfRJ9k39Rl0EK3qyozPX9g),0.00024221,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),142040,user[5541] (9uKbKAfG_N2MrXDZdUuV3Q),0.00024135,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),136955,user[456] (dIIKEfOgo0KqUfGQvGikPg),0.00024040,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),50690,entity[50690] (categories::Japanese),0.00022476,categories
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),140591,user[4092] (yhwTdYacvHMjS5hSFvgQpg),0.00022043,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),166325,user[29826] (eaOGQRNuxSFp1eWoaLjiag),0.00021667,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),169572,user[33073] (9IeA8hN8ilCwXZH9gmWzXg),0.00020623,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),137452,user[953] (9uE0smG2bwgkI95RPj0lPQ),0.00019959,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),182376,user[45877] (r8lzy9r5RBhIagWj9Qz9fg),0.00018933,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),168149,user[31650] (bL1WfC79oRhrZ4qATEJuBw),0.00017189,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),137537,user[1038] (sTcYq6goD1Fa2WS9MSkSvQ),0.00014172,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),145891,user[9392] (GXZ5jqnaCdcoYM11pfXoCA),0.00012880,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),167197,user[30698] (UnWmjPOkbUTOefdQA1VFzw),0.00012320,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),59383,entity[59383] (?),0.00011843,attributes::Ambience
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),138632,user[2133] (Fsl2PiYgazF_9DaBpCrYdg),0.00009871,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),140284,user[3785] (WwW0bh9cXtyl4ruIKjlAqg),0.00009835,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),166508,user[30009] (50sMRHr0ptxYDcSB3FeZow),0.00009752,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),169527,user[33028] (QOZxUF99ILhhs4XE764FPQ),0.00009532,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),140283,user[3784] (Eg5niduTCVnaIBzGmoLiVQ),0.00009081,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),163682,user[27183] (arytb273xKMYd8q4bcyfAA),0.00006590,item->user
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45587,entity[45587] (state::AZ),0.00001347,state
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45648,entity[45648] (?),0.00001328,attributes::GoodForMeal
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45569,entity[45569] (attributes::NoiseLevel::average),0.00000770,attributes::NoiseLevel
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45560,entity[45560] (attributes::RestaurantsGoodForGroups::True),0.00000734,attributes::RestaurantsGoodForGroups
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45618,entity[45618] (attributes::RestaurantsTableService::True),0.00000638,attributes::RestaurantsTableService
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45572,entity[45572] (attributes::RestaurantsDelivery::False),0.00000561,attributes::RestaurantsDelivery
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45585,entity[45585] (attributes::RestaurantsAttire::casual),0.00000559,attributes::RestaurantsAttire
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45704,entity[45704] (attributes::WheelchairAccessible::True),0.00000535,attributes::WheelchairAccessible
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45545,entity[45545] (attributes::BusinessAcceptsCreditCards::True),0.00000527,attributes::BusinessAcceptsCreditCards
out,7401,entity[7401] (ZCzey5aPhd7jYIoHsUfjmQ),45554,entity[45554] (attributes::RestaurantsPriceRange2::2),0.00000515,attributes::RestaurantsPriceRange2
