item_id,score,num_connected_entities
8657,0.111232914,9
143,0.11121965,11
1704,0.11008391,6
7737,0.109750785,5
11899,0.109633744,8
9838,0.109458104,8
13235,0.10932852,6
7568,0.10927054,9
8190,0.10922905,9
12642,0.109185934,4
9175,0.1085763,6
11494,0.10857484,7
7084,0.108411975,7
8487,0.10814373,6
7123,0.10803747,7
8973,0.10781261,7
625,0.10759571,8
4398,0.1075166,7
4703,0.10739602,9
12670,0.10698143,10
12155,0.10691928,7
2749,0.1065664,3
12303,0.106493145,9
11205,0.106046624,7
6705,0.10578582,5
12900,0.105733074,8
9274,0.105322875,9
10741,0.1047107,11
9338,0.10428173,8
5232,0.10422542,12
4284,0.10409028,5
2905,0.10393111,6
620,0.10386315,4
11795,0.103818186,4
12470,0.103260465,5
11055,0.10317402,10
14077,0.10311233,6
12319,0.10295442,12
902,0.102886595,8
465,0.10281253,4
12599,0.10276603,5
5788,0.102659725,8
10791,0.101990916,6
4182,0.101368226,8
291,0.10096481,11
9317,0.10041442,4
1994,0.10037369,8
11141,0.10022479,12
10613,0.10021643,4
2283,0.10019122,5
8927,0.09998728,7
6296,0.09996145,3
4275,0.099473216,13
6990,0.09909021,6
2637,0.09901409,5
11941,0.09895799,6
5101,0.09881651,5
8298,0.09846939,8
4813,0.09787876,8
5638,0.09733971,5
4342,0.097290635,9
11978,0.09699471,6
8251,0.09698525,11
190,0.09694887,5
14054,0.09669625,8
7349,0.09642508,6
1099,0.09582808,7
4669,0.09555106,9
9012,0.09521194,8
6109,0.09503893,10
12827,0.09428212,9
10156,0.09425871,4
12802,0.09397327,6
8903,0.093803175,5
11307,0.093207456,9
7330,0.09292687,4
6672,0.09265078,4
6329,0.092588544,10
10586,0.092556916,10
4769,0.092451565,9
8211,0.091832854,8
13115,0.09143417,6
2471,0.091376334,6
7807,0.09134031,5
4415,0.09114316,7
11652,0.091100544,12
11343,0.09094767,5
11853,0.09081003,4
3326,0.090335965,5
6387,0.08991786,8
11016,0.08989712,3
12753,0.08962441,4
7800,0.08946193,4
1565,0.089221574,12
6403,0.089029424,7
1211,0.08868581,10
7537,0.08841189,6
2918,0.08788324,5
3224,0.087477766,12
8411,0.08698678,7
11225,0.08666801,9
189,0.08649552,9
12226,0.08649487,7
13969,0.08610717,11
13505,0.08606625,4
3703,0.08591998,7
13643,0.08534924,9
4315,0.085280836,14
12017,0.085212566,5
8542,0.08516184,11
3206,0.084567145,7
7003,0.08417222,13
12965,0.08396174,8
603,0.08386424,8
12620,0.083612636,7
7366,0.083463624,5
13861,0.08334245,5
1396,0.08316428,12
6034,0.08313563,6
6142,0.082843624,3
12703,0.08279819,6
2858,0.082713574,7
13415,0.08264761,6
9029,0.082415566,10
8445,0.082065865,10
13361,0.081821695,9
4582,0.081790335,7
6831,0.08166281,5
2074,0.08135364,5
8862,0.08107511,4
3282,0.08056646,8
10560,0.0805604,10
13357,0.08053806,10
10012,0.08043605,4
6830,0.08042588,7
13314,0.08041929,12
9352,0.07950432,5
1931,0.079139926,3
3563,0.07870786,6
12255,0.078372315,9
6873,0.07834338,12
12321,0.07800289,9
5439,0.07790308,5
11198,0.07775485,6
13023,0.07760756,10
8073,0.077379435,10
5369,0.07731697,14
11623,0.07699022,8
333,0.07684448,5
6939,0.07663897,8
9008,0.07634608,7
7944,0.076139145,13
8672,0.076039165,8
13275,0.075987995,4
916,0.07567423,7
13170,0.07567255,8
9015,0.0756388,10
9110,0.075280845,5
6452,0.074086756,7
11582,0.073936455,4
4370,0.073473535,8
9293,0.07343348,4
4990,0.073387295,14
1491,0.073280424,5
7754,0.072877385,7
2762,0.07206348,9
9032,0.0715601,2
13370,0.071133465,6
11873,0.07110119,7
5375,0.07109597,9
2925,0.07100342,5
5982,0.07095003,9
11413,0.07046528,6
8078,0.07031197,4
3733,0.07028954,11
11279,0.07027747,9
10778,0.07002344,6
10287,0.06965574,8
6926,0.06959071,4
11533,0.068943106,4
5675,0.0688401,8
9775,0.0683405,11
4122,0.06813639,9
2731,0.06802491,7
4807,0.06797699,7
9610,0.067879476,5
3349,0.066727065,5
8345,0.06638319,8
8851,0.06617657,8
8497,0.065519765,7
7609,0.06543567,7
3139,0.06518353,9
5826,0.06503979,6
11162,0.06477056,6
12816,0.06460319,8
9992,0.06456588,6
7855,0.06438534,6
12884,0.06418569,9
11782,0.063769326,8
3430,0.06357608,9
13518,0.063423984,8
8924,0.06276904,8
773,0.062713355,8
13610,0.0626858,2
1630,0.06265066,11
8560,0.06264438,7
3813,0.06261948,5
6805,0.062355306,5
1079,0.062178083,12
4253,0.06216809,7
2844,0.0621577,11
10755,0.06195955,11
7379,0.061725702,8
3963,0.06167972,8
9782,0.06133489,8
8041,0.0612662,4
11585,0.06074067,9
6567,0.060652412,8
1038,0.060504213,7
9847,0.0604807,8
9404,0.060480516,7
5248,0.060010158,10
2264,0.059628803,5
4098,0.05950778,5
2634,0.059217334,6
7264,0.058357347,6
6731,0.058020297,5
9876,0.057878494,6
10608,0.0578764,6
873,0.057710707,7
12667,0.057402547,10
580,0.057398457,11
2115,0.05707845,9
13770,0.056854695,7
12920,0.056836467,7
1113,0.056828693,12
7746,0.056761358,9
5542,0.05662695,10
215,0.056591436,7
5149,0.056450192,7
3886,0.056249756,8
8089,0.05621289,9
4778,0.056172628,6
11868,0.055938005,6
2746,0.055532333,10
1747,0.05514568,8
43,0.054924596,6
7392,0.054902416,6
2706,0.054730847,8
8391,0.054704487,4
11552,0.054232087,9
12875,0.054165307,11
13992,0.053627968,10
7815,0.05329608,7
6617,0.05294939,5
7810,0.052918218,8
11756,0.052735623,13
7524,0.05232851,11
6953,0.052208837,9
10865,0.051857855,11
2396,0.051531523,10
11195,0.051379237,10
9993,0.051373612,7
5585,0.051129136,6
11647,0.050811067,7
3218,0.050283875,9
610,0.05016281,4
2008,0.04972422,4
9602,0.04961736,3
1070,0.049479295,7
1664,0.049420945,10
6418,0.04936441,6
12735,0.04899731,10
710,0.048932873,8
9947,0.048840966,6
8540,0.048438657,11
1531,0.047915652,10
12132,0.047887214,12
10975,0.047810305,6
13813,0.047602084,7
7303,0.047242917,10
1152,0.046888147,6
5301,0.046863925,5
3522,0.046854462,5
12428,0.0467474,9
11844,0.046425205,4
10235,0.046382673,8
1053,0.045615263,12
7949,0.045554984,7
13063,0.045535464,5
13822,0.045509286,4
2975,0.04543738,9
2974,0.04473796,4
13125,0.04427653,3
1789,0.043902293,7
12627,0.04375985,7
13262,0.0436925,5
7169,0.043270573,6
2629,0.043106224,6
3540,0.04287854,7
7041,0.0428672,7
1993,0.041724466,6
2059,0.041409906,11
4592,0.041218564,8
6812,0.041140154,7
9087,0.0408029,5
3601,0.040701956,11
11158,0.040683784,8
3956,0.040668447,9
8515,0.04041933,5
8388,0.04025268,10
4736,0.040228147,11
5170,0.039781608,6
8202,0.03971161,9
10589,0.03931316,12
6095,0.03927851,3
9581,0.039271887,7
2568,0.03902393,7
9214,0.038991466,7
1375,0.03897944,8
5091,0.03893434,7
13998,0.03869027,2
273,0.038416754,10
13698,0.03741461,6
11208,0.03726943,11
9593,0.03697943,5
1388,0.03678908,7
10655,0.036777556,5
1592,0.036719847,8
4395,0.036534972,6
479,0.03617381,9
1658,0.03599942,8
2916,0.035880316,5
10581,0.03566958,10
12149,0.034944735,7
11551,0.034530535,5
1709,0.03449599,7
4023,0.034185465,11
7099,0.03384864,8
8372,0.033612527,9
971,0.033408087,7
13995,0.033349734,9
1644,0.03328081,6
14039,0.03319428,5
8597,0.032857195,11
13359,0.03238595,8
9234,0.032353934,4
9131,0.032139678,5
4338,0.032093905,6
1933,0.031655975,6
2025,0.031515393,6
4465,0.031442292,14
11574,0.031290174,8
4620,0.030938689,6
5702,0.03093085,6
2653,0.030834997,5
8027,0.030825617,10
5491,0.030811816,7
2499,0.03075148,5
5797,0.030746909,8
4765,0.030649241,4
6837,0.03063687,8
12513,0.030611025,8
10649,0.03056742,10
5122,0.030558914,13
14081,0.030428126,9
3560,0.030319665,10
8653,0.030217865,14
4453,0.030183233,7
6565,0.030114867,3
9590,0.029913658,5
11104,0.029584711,4
6280,0.029385516,9
11600,0.029327285,9
6176,0.029231202,6
13137,0.02900033,5
5779,0.028866233,9
6475,0.028778775,3
238,0.0287606,5
9472,0.028722731,11
12175,0.028600525,6
3497,0.028470455,8
747,0.028366784,8
7130,0.028126294,5
889,0.02788336,7
11054,0.027857877,10
3078,0.027400717,6
7131,0.027388647,2
12694,0.027167978,6
4554,0.02716705,4
9776,0.027058678,5
5360,0.026776424,7
5657,0.026338292,6
2939,0.026126903,3
5235,0.026093883,6
4347,0.025702298,6
6868,0.025396585,6
7045,0.025264472,8
5466,0.025153922,4
9831,0.024984086,5
8684,0.024972066,10
13077,0.024920238,6
9187,0.024401117,9
12252,0.024392888,4
8162,0.024283655,6
9793,0.024169832,7
7499,0.024116367,8
12545,0.024025137,4
4564,0.023867998,8
12666,0.023073459,6
4065,0.023026222,7
14073,0.022880573,5
3851,0.022649236,5
9447,0.022472924,9
9804,0.022302588,8
13554,0.022208486,6
2019,0.021846836,7
8754,0.021750147,9
11532,0.021233965,8
3786,0.021158915,7
4656,0.020774467,7
11132,0.020635609,7
7749,0.020619536,4
10452,0.019989561,8
1690,0.01970439,13
2442,0.01960497,4
11447,0.01959112,11
10890,0.01956467,8
1349,0.01940374,11
8760,0.019190036,9
5359,0.01895664,11
12401,0.018910361,10
2785,0.018831125,3
10412,0.018819712,7
3617,0.018452909,8
4431,0.017969728,13
12517,0.017964223,6
8953,0.017813284,5
7806,0.017582413,10
53,0.017407391,10
9497,0.017355505,4
13299,0.01733692,9
1671,0.01713412,9
3970,0.01708056,11
5102,0.016860228,7
13209,0.016829666,6
5143,0.016412158,5
2477,0.016380243,7
10000,0.016087435,5
1720,0.01588425,9
308,0.01580546,11
9672,0.015564707,8
10678,0.014919155,5
14004,0.014845591,7
2528,0.014589769,8
6765,0.014113851,8
6788,0.013796718,12
6804,0.013762272,10
8306,0.013458118,7
4459,0.013433424,9
9376,0.013421301,9
6935,0.013385148,5
2924,0.013261777,9
11335,0.013124696,7
8232,0.01310112,8
8450,0.01279771,10
6985,0.012554528,10
8138,0.012497291,6
10430,0.012242688,7
4063,0.012114165,6
6290,0.012089071,8
13925,0.011742339,2
11686,0.011189506,4
5398,0.011126832,5
1305,0.01102405,1
3153,0.010960996,9
3823,0.010630259,5
5010,0.010522337,7
13100,0.010472687,13
13557,0.010374791,5
4752,0.01027805,7
8681,0.010258276,5
1840,0.0102427555,6
513,0.010146198,6
12337,0.009680306,4
4899,0.009436455,7
391,0.009232332,3
1392,0.00886407,15
6790,0.008064486,6
7325,0.007787326,6
12445,0.0073929303,8
12704,0.007346219,6
2579,0.0070077847,10
11452,0.006964175,4
12281,0.0067982427,4
5147,0.0064611714,12
6005,0.0063622794,7
12062,0.006255715,10
9928,0.006132102,7
11566,0.006047258,8
13501,0.0059943767,6
12935,0.0059016836,8
2441,0.005801721,4
4922,0.005797909,7
13129,0.0055099786,8
5624,0.0054960554,6
3071,0.0051430934,8
63,0.004821727,10
9065,0.0045830575,7
1073,0.0043113166,11
13936,0.0040039853,9
4435,0.003284771,7
2647,0.00296353,8
411,0.0028369895,6
11896,0.0028275975,4
7502,0.0027045666,7
883,0.0026820833,3
14060,0.0025772369,4
11368,0.002537006,6
6291,0.0024330376,6
7467,0.0024185432,9
7651,0.0018606125,8
6223,0.0017256611,10
4696,0.0014271976,5
4695,0.001307294,7
7462,0.00115032,10
7256,0.0011356429,6
12715,0.0011009953,11
9935,0.00081488426,5
12787,0.0006959724,5
11481,0.00058128324,8
2465,0.0005587249,8
634,0.00026078278,5
10252,0.00022632681,5
6648,0.00016124829,10
13990,0.000100981226,3
4515,6.886761e-06,9
9025,-9.407125e-05,8
4694,-0.00013204128,9
7654,-0.0003141309,7
7175,-0.00049418217,7
1533,-0.0005521745,6
6127,-0.00067871175,3
11270,-0.001217263,13
771,-0.0012517973,10
8782,-0.0013348684,8
12582,-0.0015867855,6
3305,-0.001666601,9
9194,-0.0016872473,9
3192,-0.0017045202,7
627,-0.0023037738,9
13368,-0.0025901475,8
12141,-0.0026248128,10
8127,-0.0026361365,9
2277,-0.0026829874,10
4272,-0.002756783,8
5830,-0.0030983305,12
9038,-0.0033398354,15
345,-0.0034770367,3
2882,-0.0036100287,5
6168,-0.0036161023,4
11630,-0.003860099,6
732,-0.0041138167,6
2724,-0.0041557555,9
4147,-0.0041869427,6
8427,-0.0042241365,6
2322,-0.004473043,6
14029,-0.0044794017,6
8034,-0.0049238615,4
11874,-0.005200722,8
3467,-0.0052365707,12
2657,-0.0053464537,7
12218,-0.00575788,10
1220,-0.0058825277,7
7519,-0.0059079076,9
6018,-0.006302512,7
6080,-0.0064899973,7
12195,-0.006533586,9
11508,-0.0066288873,8
4758,-0.0067932266,5
2840,-0.0068695312,3
2848,-0.006920642,7
10498,-0.0072781784,6
6608,-0.0073461803,10
1871,-0.007563277,5
7633,-0.0076624597,6
5415,-0.0078328615,7
1631,-0.00793507,10
2934,-0.008020346,9
7151,-0.008042163,9
10031,-0.008149172,7
11146,-0.008307021,12
11714,-0.008325139,6
