user,item
4,1567
4,535
4,404
4,4357
4,5288
4,1465
4,10577
4,9311
4,4780
4,4492
4,5827
4,3252
4,11403
4,10567
4,12389
4,4728
4,12030
4,13087
4,8984
4,6047
4,9372
4,4412
4,58
4,11722
4,11959
4,6632
4,3612
4,8744
4,8880
4,4228
4,12983
4,12968
4,11341
4,13746
4,5781
4,7895
4,8662
4,4598
4,13108
4,89
4,3881
4,7306
4,8688
4,2898
4,11428
4,12068
4,5077
4,1542
4,1061
4,3041
4,11911
4,2897
4,7451
4,11755
4,4538
4,6774
4,9605
4,486
4,13484
4,2241
4,10096
4,3400
4,6168
4,1515
4,4756
4,933
4,378
4,615
4,6025
4,4929
4,8776
4,4406
4,9250
4,2491
4,3031
4,11058
4,6173
4,7163
4,4597
4,804
4,3207
4,10626
4,8129
4,5187
4,810
4,13513
4,5220
4,12279
4,219
4,4
4,11611
4,11740
4,11707
4,3249
4,8925
4,7119
4,12777
4,7399
4,7233
4,2896
4,5838
4,2923
4,124
4,7953
4,1616
4,5300
4,8738
4,150
4,517
4,11817
4,136
4,13212
4,7293
4,11956
4,468
4,10951
4,8582
4,6393
4,11389
4,4407
4,1436
4,4760
4,4684
4,1209
4,1619
4,578
4,4526
4,462
4,12754
4,11332
4,8112
5,4332
5,6634
5,460
5,4725
5,4796
5,7355
5,3711
5,271
5,1334
5,4464
5,7134
5,6038
5,7984
5,11349
5,5
5,1552
5,5893
5,8938
5,13211
5,12397
5,3195
5,1088
5,3833
5,6630
5,11503
5,5973
5,1889
5,10609
5,9768
5,9060
5,1565
5,2941
5,4851
5,63
5,4044
5,6217
5,6391
5,2953
5,8470
5,33
5,13754
5,7576
5,4254
5,3074
5,1906
5,13324
5,3146
5,13138
5,347
5,4974
5,7636
5,11649
5,3322
5,1887
5,10020
5,11553
5,3634
5,556
5,10843
5,5078
5,1711
5,9047
5,2543
5,245
5,1875
5,4207
5,13480
5,76
5,7850
5,12227
5,10018
5,5875
5,4777
5,10121
5,4468
5,8637
5,6316
5,13399
5,13982
5,4945
5,6485
5,4842
5,11432
5,6397
5,7535
5,4083
5,12993
5,5988
5,6125
6,3652
6,9182
6,7931
6,4752
6,4486
6,4524
6,11595
6,4396
6,159
6,6
6,1791
6,2985
6,12768
6,10887
6,9971
6,372
6,10408
6,3421
6,378
6,3271
6,12841
6,6195
6,1748
6,8537
6,5506
6,12864
6,1817
6,8735
6,5100
6,794
6,10101
6,526
6,12867
6,6461
6,3666
6,7413
6,51
6,9891
6,7856
6,3142
6,1542
6,11692
6,3064
6,350
6,4489
6,8466
6,3516
6,1573
6,10015
6,3168
6,10953
6,5860
6,1204
6,1738
6,578
6,1450
6,2968
6,1115
6,9956
6,656
6,9348
6,3252
6,11707
6,6164
6,12832
6,6925
6,5817
6,8590
6,4624
6,9302
6,7808
6,12980
6,10569
6,5495
6,6584
6,5585
6,11543
6,6789
6,10570
6,3054
6,12991
6,7216
7,3117
7,7
7,7380
7,440
7,8488
7,2141
7,1613
7,4371
7,7213
7,2452
7,4899
7,2338
7,10695
7,694
7,9212
7,5085
7,10218
7,6000
7,8466
7,6868
7,1872
7,6278
7,7741
7,4617
7,759
7,8603
7,8643
7,7947
7,7385
7,1573
7,8640
7,6117
7,4213
7,6232
7,1576
7,13178
7,453
7,1674
7,6869
7,2384
7,9117
7,439
7,5948
7,12081
7,11312
7,12917
7,2094
7,4912
7,6324
7,3686
7,7788
7,2995
7,13081
7,11862
7,1925
7,5437
8,7083
8,8
8,11612
8,12737
8,2744
8,802
8,11343
8,6877
9,5347
9,8560
9,9
9,13227
9,6381
9,5073
9,6935
9,21
9,12282
9,3591
9,1285
9,5833
9,7730
9,352
9,2264
9,10063
9,9796
9,11715
9,9058
9,13023
10,10556
10,4778
10,10218
10,8877
10,7500
10,12105
10,9549
10,4493
10,3121
10,7297
10,3623
10,13766
10,10
10,747
10,8934
10,10502
10,344
10,4545
10,404
10,488
10,13000
10,68
10,12524
10,10195
10,11396
10,4604
10,8577
10,8490
11,11
11,1079
11,3950
11,13661
11,9412
11,12734
11,5886
11,10429
11,473
11,9257
11,14009
11,3541
11,5999
12,13375
12,4025
12,10112
12,6082
12,1633
12,2662
12,13510
12,9899
12,2963
12,12
12,143
12,4587
12,781
12,3868
12,3527
12,8726
12,404
12,791
12,12370
12,937
12,8049
12,11864
12,8567
12,5949
12,13080
13,13
13,11584
13,10527
13,92
13,5050
13,3503
13,6071
13,1657
13,13154
13,10410
13,8715
13,984
13,6299
13,12906
13,3383
13,6084
14,11
14,705
14,3589
14,11982
14,7908
14,10189
14,5666
14,10498
14,303
14,5809
14,13241
14,1435
14,4787
15,4733
15,1186
15,6802
15,3165
15,67
15,9899
15,8639
15,11716
15,3758
15,854
15,3320
15,3349
15,11403
15,11510
15,2231
15,14
15,7640
15,13110
15,8887
15,11559
15,8287
15,10110
15,13871
15,212
15,2438
15,7835
15,3903
15,2896
15,6519
15,1460
15,12747
15,7270
15,9208
15,4104
15,8634
15,5021
15,566
15,3834
15,13549
15,7971
15,3818
15,4670
15,8516
15,1342
15,10636
15,8242
15,4287
15,2956
15,2494
15,7595
15,4107
15,6817
15,306
15,4141
15,8149
15,8503
15,3076
15,2623
15,11588
15,11679
15,3013
15,129
15,12485
15,5719
15,1419
15,12777
15,844
15,2003
15,4183
15,10075
15,134
15,10416
15,12208
15,13453
15,6007
15,5384
15,9616
15,4803
15,9080
15,7582
15,13096
15,8726
15,12002
15,4244
15,5749
15,4737
15,12911
15,6774
15,9682
15,3275
15,13579
15,6036
15,8143
16,15
16,1515
16,7551
16,383
16,2880
16,12981
16,345
16,10012
16,13340
16,13501
16,620
16,4673
16,12764
16,1464
16,8538
17,10095
17,234
17,8560
17,16
17,10746
17,2551
17,12782
17,7257
18,6302
18,10212
18,17
18,13530
18,9097
18,5990
18,9719
18,873
18,11365
18,2311
18,1621
18,8863
18,9885
18,1529
18,1570
18,12164
18,10567
18,12396
18,9907
18,13262
19,12728
19,7308
19,10387
19,8100
19,2879
19,2894
19,12764
19,10475
19,4863
19,18
19,1588
19,7391
19,2229
19,5807
19,4700
19,9883
19,228
19,327
19,11354
19,51
19,10178
19,11342
19,8717
19,12932
20,19
20,1500
20,5169
20,2880
20,1555
20,9553
20,13109
20,11385
20,8533
20,2241
20,5773
20,12789
20,2886
20,9256
21,5151
21,0
21,10092
21,13181
21,1018
21,377
21,8567
21,2893
22,20
22,1886
22,8490
22,159
22,6540
22,11636
22,4
22,9967
22,10032
22,12781
22,181
22,7298
22,13235
22,794
22,9177
23,6530
23,9323
23,3440
23,6933
23,1584
23,5991
23,5429
23,4621
23,10250
23,3601
23,7477
23,8921
23,5718
23,1398
23,145
23,13293
23,11402
23,4955
23,5936
23,3106
23,8879
23,5730
23,3359
23,3149
23,9984
23,5844
23,11773
23,5813
23,5063
23,3630
23,12495
23,9381
23,12632
23,1662
23,1734
23,569
23,13646
23,5789
23,6233
23,1075
23,7688
23,10158
23,13023
23,12845
23,3411
23,12488
23,1766
23,2162
23,8146
23,6395
23,878
23,12348
23,8967
23,9135
23,3332
23,13778
23,128
23,12782
23,6682
23,2153
23,10175
23,11161
23,12876
23,12515
23,1109
23,13903
23,2124
23,9054
23,8511
23,303
23,12230
23,12111
23,6490
23,5228
23,11001
23,2383
23,7196
23,3420
23,2301
23,1295
23,10239
23,7634
23,4616
23,13857
23,5073
23,11865
23,1897
23,6633
23,471
23,7249
23,8560
23,5225
23,10092
23,3813
23,6503
23,10105
23,3380
23,5121
23,11622
23,2490
23,2382
23,11465
23,11433
23,4573
23,1624
23,8168
23,1667
23,8626
23,7082
23,8089
23,12833
23,5160
23,6775
23,5450
23,7400
23,6589
23,4740
23,8693
23,5114
23,7679
23,472
23,2044
23,2040
23,7870
23,3036
23,5055
23,6625
23,9916
23,10189
23,9641
23,9325
23,7069
23,9344
23,9398
23,5809
23,5938
23,6767
23,10792
23,1248
23,2481
23,12504
23,1678
23,292
23,10362
23,3183
23,5037
23,7662
23,1637
23,6018
23,9240
23,2420
23,377
23,3799
23,6523
23,12204
23,7825
23,4508
23,5106
23,4122
23,6499
23,12990
23,6203
23,1054
23,11241
23,6464
23,7965
23,13610
23,7179
23,2335
23,8691
23,5552
23,6303
23,10876
23,11006
23,11013
23,5881
23,4101
23,1976
23,2455
23,7758
23,2129
23,595
23,8119
23,5158
23,1758
23,11963
23,1737
23,9943
23,12882
23,912
23,21
23,12819
23,11940
23,7558
23,7572
23,10429
23,6948
23,153
23,10583
23,2289
23,2468
23,4359
23,12798
23,5832
23,1279
23,6390
23,7893
23,3439
23,6051
23,11795
23,12155
23,10052
23,13116
23,7667
23,7218
23,9723
23,3200
23,188
23,6687
23,353
23,1664
23,6396
23,2450
23,13749
23,4537
23,13570
23,11700
23,10095
23,7613
23,8469
23,242
23,13458
23,9654
23,7168
23,13127
23,10165
23,1631
23,6680
23,8714
23,6611
23,6439
23,10016
23,6475
23,3594
23,2975
23,13654
23,11024
23,4418
23,7863
23,13388
23,10934
23,7075
23,13115
23,1167
23,12550
23,9609
23,11743
23,10166
23,3920
23,718
23,4246
23,13583
23,10615
23,597
23,9284
23,13553
23,9758
23,7838
23,6014
23,13152
23,3656
23,3523
23,7310
23,1789
23,3578
23,587
23,8335
23,5398
23,1144
23,7167
23,6333
23,8020
23,13080
23,4378
23,9257
23,11470
23,6004
23,1946
23,3396
23,9584
23,8284
23,7223
23,8269
23,234
23,1283
23,7530
23,9058
23,9234
23,349
23,499
23,13363
23,13729
23,932
23,7165
23,8579
23,10565
23,13013
23,10390
23,12405
23,5122
23,798
23,11563
23,5833
23,255
23,4666
23,690
23,4088
23,4641
23,12920
23,3546
23,11917
23,8277
23,5029
23,11989
23,8307
23,13227
23,11960
23,1757
23,11426
23,2939
23,8571
23,3687
23,6011
23,5255
23,3826
23,8696
23,7154
23,4750
23,7228
23,1634
23,9523
23,1487
23,10063
23,13572
23,2273
23,9676
23,8857
23,13058
23,4567
23,10109
23,11695
23,11380
23,9751
23,714
23,8510
23,1285
23,3474
23,6539
23,6179
23,8978
23,103
23,2031
23,8707
23,8814
23,9274
23,6200
23,12025
23,6753
23,3273
23,6912
23,12001
23,7560
23,12558
23,110
23,10409
23,5750
23,4655
23,12177
23,9298
23,3460
23,13133
23,11366
23,3477
23,10441
23,7153
23,7183
23,8807
23,2563
23,11967
23,2085
23,4075
23,4402
23,9716
23,1952
23,8397
23,8117
23,6079
23,5913
23,11733
23,1850
23,4584
23,4384
23,7925
23,6381
23,10611
23,9324
23,12082
23,10499
23,12198
23,12361
23,3456
23,8564
23,10182
23,10237
23,5666
23,7731
23,1337
23,4903
23,3435
23,11703
23,9382
23,10267
23,12102
23,8820
23,1508
23,9756
23,9133
23,13129
23,6043
23,6610
23,10501
23,12343
23,1689
23,3308
23,10164
23,10300
23,10864
23,8430
23,7220
23,2881
23,3537
23,4392
23,5759
23,13932
23,4170
23,7197
23,3197
23,9737
23,4353
23,11086
23,6828
23,4493
23,2801
23,2416
23,10291
23,11741
23,8682
23,8573
23,5323
23,13275
23,11499
23,7695
23,3558
23,12734
23,9965
23,6566
23,11530
23,352
23,2528
23,12357
23,10126
23,3526
23,9838
23,459
23,1388
23,3087
23,2272
23,6638
23,2313
23,4954
23,5303
23,7377
23,3621
23,607
23,529
23,1181
23,3136
23,3189
23,4951
23,10311
23,12193
23,12730
23,5201
23,13374
23,1586
23,705
23,5702
24,11951
24,8615
24,9647
24,12880
24,11505
24,12919
24,1431
24,4365
24,3796
24,126
24,3211
24,7088
24,10327
24,6052
24,6483
24,4773
24,13312
24,5346
24,2884
24,5993
24,11787
24,10305
24,8675
24,22
24,10350
24,8508
24,1992
24,4589
24,10348
24,393
24,11436
24,7132
24,284
24,10347
24,7277
24,11321
25,23
25,1151
25,7295
25,2864
25,10017
25,12854
25,6315
25,8988
25,11330
25,1488
25,11889
25,761
25,11475
25,6123
25,2068
25,3843
25,1587
25,986
25,10718
25,4121
25,10211
25,12698
25,10253
25,13596
25,3154
25,1844
25,3030
25,6293
25,9399
25,13165
25,12045
25,6252
25,1781
25,8901
25,11811
25,12529
25,7172
25,10130
25,779
25,4861
25,84
25,11626
25,10213
25,10425
25,5087
26,808
26,6285
26,1504
26,24
26,7134
26,7210
26,11522
26,8729
26,8960
26,5049
26,11796
26,12813
26,3390
26,1639
26,10915
26,6204
26,1582
26,5
26,6316
26,4777
26,4874
26,7294
26,7747
26,3469
26,12227
26,9968
26,4804
26,60
26,12123
26,7320
26,12838
26,9637
26,14004
26,2904
26,11673
26,4393
26,8123
26,1641
26,10770
26,196
26,3025
26,7516
26,245
26,12199
26,146
26,6274
26,13020
26,9949
26,7272
26,13304
26,3096
26,4461
26,7518
26,4606
26,8771
26,4716
26,7576
26,13859
26,10613
26,1814
27,4353
27,1634
27,5860
27,10003
27,25
27,2347
27,4624
27,9062
27,8
27,5459
27,11899
27,4706
27,12752
27,8865
27,262
27,933
27,2137
27,3028
27,5772
27,8710
27,73
27,8912
27,9965
27,3455
27,2899
27,603
27,9274
27,9954
27,2981
27,10105
27,377
27,10288
27,183
27,4821
27,6206
27,1616
27,5144
27,4495
27,153
27,11362
27,2886
27,1499
27,10611
27,1667
27,5975
27,16
27,1500
27,644
27,1645
27,4774
27,597
27,10095
27,564
27,12740
27,4949
27,11563
27,7228
27,12790
27,6401
27,4465
27,6148
27,9984
27,6128
27,9021
27,8067
27,12782
27,12240
27,4499
27,7163
27,6566
27,11618
27,7107
27,3942
27,12853
28,10367
28,5256
28,2973
28,10230
28,372
28,12766
28,7119
28,10125
28,10522
28,1555
28,10261
28,4494
28,7446
28,3573
28,6122
28,12012
28,5772
28,12781
28,13171
28,26
28,8602
28,2021
28,4091
28,13347
28,53
28,10143
28,7336
28,159
28,9893
28,12836
28,210
28,13415
28,7234
29,10381
29,713
29,3105
29,27
29,10374
29,2482
29,13329
29,1888
30,10196
30,9540
30,28
30,7511
30,5834
30,1761
30,572
30,13289
30,3163
31,7968
31,29
31,11594
31,13674
31,5937
31,2819
31,9823
31,7000
32,5678
32,1823
32,7312
32,11065
32,30
32,3663
32,4673
32,10160
32,176
32,6900
32,12349
32,4208
32,8487
32,12855
32,1344
32,61
32,2353
32,3152
32,7875
32,10517
32,12324
32,10143
32,11919
32,2879
32,3668
32,113
32,10331
32,10274
32,4271
32,12056
32,17
32,10230
32,32
32,5757
32,5752
32,2001
32,5773
32,3683
32,653
32,12107
32,3528
32,2071
32,13604
32,3268
32,7149
32,1998
32,3421
32,1239
32,1997
32,5154
32,676
32,12766
32,1204
32,10877
32,4545
32,11365
32,13098
32,7959
32,6934
32,8184
32,6959
32,9823
32,13695
32,2185
32,11452
32,5536
32,8893
32,6148
32,11461
32,9263
32,3743
32,13160
33,5218
33,12746
33,4792
33,11147
33,31
33,4513
33,8143
33,12418
33,5417
33,6284
33,7742
33,1122
33,3902
33,3655
33,1493
33,7779
33,12500
33,2306
33,13310
33,12458
33,8683
33,13426
34,5262
34,2722
34,8902
34,12410
34,9409
34,11711
34,4136
34,13021
34,10730
34,5948
34,9506
34,6629
34,14020
34,6463
34,8551
34,4943
34,7149
34,7305
34,11621
34,26
34,835
34,1941
34,5574
34,5070
34,10219
34,1963
34,10133
34,5854
34,5757
34,11769
34,183
34,3164
34,6706
34,3416
34,10460
34,8681
34,6419
34,676
34,8365
34,6900
34,6513
34,7919
34,8325
34,13283
34,253
34,3490
34,12425
34,4380
34,2001
34,7696
34,4711
34,12781
34,512
34,262
34,6856
34,11631
34,4394
34,12961
34,4773
34,1224
34,5937
34,8466
34,3432
34,4589
34,905
34,9942
34,13078
34,3185
34,10286
34,7405
34,3587
34,8964
34,8748
34,1833
34,7507
34,9104
34,12340
34,5001
34,12307
34,6377
34,6122
34,5503
34,8604
34,7713
34,12126
34,7933
34,6592
34,8153
34,8570
34,13125
34,3528
34,30
34,4966
34,4555
34,7627
34,8071
34,6799
34,7115
34,10812
34,3444
34,10047
34,2071
34,10588
34,9608
34,12324
34,6413
34,706
34,3510
34,7879
34,11419
34,13604
34,3564
34,10151
34,4864
34,11617
34,10281
34,2640
34,1176
34,1948
34,2061
34,1557
34,7881
34,5979
34,12761
34,124
34,7744
34,5678
34,13798
34,7214
34,2819
34,5337
34,9689
34,8590
34,1440
34,9994
34,8893
34,8148
34,553
34,13830
34,7198
34,32
34,12323
34,5140
34,10422
34,9343
34,5534
34,2458
34,2933
34,9451
34,12999
34,479
34,14057
34,11454
34,673
34,8492
34,898
34,6022
34,1877
34,8184
34,10610
34,7265
34,3466
34,6916
34,6086
34,12768
34,11065
34,4205
34,10025
34,3870
34,2178
34,8774
34,7213
34,1474
34,6959
34,7566
34,18
34,10274
34,9893
34,5040
34,2475
34,12352
34,1997
34,4680
34,11222
34,7676
34,2697
34,7287
34,8669
34,295
34,5568
34,3683
34,6307
34,13317
34,13422
34,5701
34,2839
34,8015
34,4532
34,1496
34,12358
34,769
34,9178
34,10951
34,12451
34,6790
34,4662
34,5080
34,13924
34,13504
34,4853
34,345
34,1153
34,3915
35,7
35,1458
35,6086
35,585
35,4417
35,12764
35,239
35,7306
35,10057
35,12940
35,25
35,6716
35,13695
35,1573
35,6712
36,11349
36,7134
36,7636
36,11796
36,11382
36,13020
36,347
36,3146
36,2398
36,23
36,258
36,8991
36,11490
36,5898
36,4393
36,4625
36,12788
36,4766
36,2940
36,4753
36,10332
36,7629
36,33
36,8736
36,13399
36,196
36,3740
36,12028
36,556
36,13085
36,6630
36,296
36,11527
36,6391
37,12537
37,9920
37,34
37,10180
37,6040
37,673
37,653
37,12419
37,2238
37,7207
38,2468
38,12193
38,5246
38,12972
38,3128
38,10662
38,2981
38,11516
38,723
38,13560
38,9325
38,12092
38,13129
38,9328
38,352
38,5132
38,11213
38,234
38,10792
38,6652
38,4638
38,3973
38,8857
38,7264
38,7249
38,9549
38,1758
38,9277
38,893
38,11470
38,13583
38,4949
38,6233
38,4465
38,7618
38,9298
38,12204
38,6565
38,5228
38,10318
38,13525
38,10200
38,9624
38,6387
38,13181
38,4648
38,10126
38,4724
38,5804
38,2527
38,1634
38,12486
38,7197
38,2367
38,798
38,8560
38,9089
38,4573
38,4508
38,303
38,8983
38,3036
38,6662
38,8509
38,5160
38,13749
38,13075
38,2576
38,1167
38,1568
38,1501
38,2319
38,7267
38,5991
38,9232
38,3136
38,8091
38,10052
38,5347
38,2273
38,12730
38,5200
38,9185
38,1626
38,9716
38,11942
38,7168
38,946
38,5537
38,3950
38,9515
38,7763
38,6200
38,5650
38,8573
38,2366
38,7533
38,4084
38,746
38,8761
38,7658
38,2153
38,1279
38,13227
38,10189
38,472
38,2411
38,11695
38,12833
38,8469
38,207
38,1935
38,7257
38,10501
38,7400
38,13441
38,7489
38,489
38,2939
38,9270
38,9964
38,11792
38,35
38,12990
38,12644
38,4353
38,10337
38,5008
38,3531
38,9412
38,2586
38,8732
38,1695
38,10657
38,10423
38,5632
38,1586
38,12198
38,3279
38,5924
38,9965
38,3106
38,8725
38,1054
38,7228
38,3183
38,9676
38,13028
38,10445
38,13245
38,3636
38,4784
38,2713
38,21
38,7547
38,6711
38,4402
38,11743
38,13147
38,6450
38,16
38,569
38,3265
38,11416
38,8568
38,188
38,10175
38,5547
39,11430
39,9643
39,8484
39,12717
39,11664
39,13053
39,238
39,4460
39,2306
39,598
39,1765
39,8393
39,10232
39,7097
39,6064
39,5044
39,12794
39,6674
39,2428
39,6030
39,11884
39,10379
39,9159
39,36
39,9447
39,8847
39,177
39,3667
39,11442
39,306
39,11616
39,7790
39,269
39,11341
39,7484
39,12051
40,9895
40,52
40,6039
40,37
40,9693
40,618
40,12656
40,4233
41,13252
41,9987
41,38
41,9175
41,4732
41,3378
41,1922
41,13517
41,4487
41,7865
42,11390
42,11888
42,39
42,8686
42,6001
42,1535
42,95
42,12875
42,4933
43,7324
43,3696
43,8705
43,11845
43,40
43,5353
43,5804
43,10324
43,1697
43,7359
43,13655
43,6064
43,13181
43,10314
43,2739
43,87
43,3337
43,4460
43,7095
43,10278
43,4099
43,10302
43,11387
43,4454
43,6517
43,1642
43,10707
43,10346
43,4872
43,11341
43,1460
43,10541
43,109
43,7595
43,7228
43,2893
43,7505
43,6201
43,177
43,12364
43,4591
43,3566
43,11812
43,4352
43,8655
43,2666
43,4831
43,404
43,3584
43,5887
43,533
43,12363
43,593
43,13620
43,5838
43,12809
43,9447
43,12794
43,9643
43,7106
43,7202
43,11322
43,7426
43,10046
43,10946
43,12915
43,12895
43,7122
43,9089
43,7952
43,11404
43,9438
43,4405
44,13626
44,6452
44,12053
44,6830
44,2516
44,2081
44,13429
44,11557
44,4843
44,41
44,1665
44,6456
44,2233
44,5627
44,4733
44,10314
44,734
44,1493
44,13030
44,1780
44,8607
44,12844
44,9014
44,7426
44,13069
45,12680
45,8788
45,42
45,8538
45,7557
45,1437
45,596
45,14070
45,5797
46,3467
46,7266
46,7225
46,6703
46,5327
46,5447
46,11605
46,4418
46,85
46,43
46,1856
46,3229
46,13636
46,11232
46,8897
46,335
46,9949
46,3869
46,2369
46,3480
46,13037
46,6194
46,3329
46,7597
46,4535
46,12745
46,1723
46,8952
46,4584
46,108
46,9951
46,403
46,12837
46,6185
46,3370
46,7186
46,415
46,8775
46,7591
46,3538
46,1825
46,11775
46,2948
46,84
46,4795
46,7374
46,3891
46,1699
46,11040
46,4003
46,9571
46,6663
46,1453
46,2959
46,516
46,2502
46,5019
46,502
46,10980
46,926
46,7412
46,4413
46,11689
46,6459
46,13478
46,6006
46,6109
46,7799
46,6069
46,8227
46,7177
46,13101
46,10959
46,4956
46,6746
46,6438
46,11343
46,5938
46,8818
46,3315
46,13761
47,13593
47,5906
47,11311
47,5999
47,2457
47,2662
47,8022
47,11023
47,4478
47,44
47,8
47,6632
47,1114
47,4384
47,4274
47,10082
47,945
47,274
47,12870
47,189
47,11403
47,10591
47,12809
47,10859
47,7948
47,11394
48,5545
48,45
48,10803
48,11422
48,39
48,112
48,7684
48,4848
49,5440
49,46
49,3152
49,4367
49,3107
49,4554
49,2458
49,11336
49,1202
49,2484
49,8973
49,5952
49,11672
49,5852
49,12152
49,7744
49,12932
49,10895
49,10244
49,5891
49,1977
49,11184
49,163
49,7182
49,5815
49,10953
49,7115
49,9158
49,1544
49,6925
49,9974
49,13338
49,176
49,9136
49,8750
49,3191
49,11406
49,3277
49,8202
49,2763
49,12867
49,1149
49,1554
49,6934
49,1051
49,11543
49,451
49,6166
49,13210
49,10648
49,7881
49,13835
49,2240
49,4543
49,5862
49,3015
49,9006
49,3285
49,7959
49,12935
49,10945
49,1817
49,4576
49,13513
50,1100
50,6126
50,238
50,47
50,9032
50,8475
50,12286
50,9282
50,9682
50,3667
50,13330
50,13562
50,2682
50,87
50,10591
50,5746
50,1010
50,212
50,6802
50,1818
50,4426
50,7316
50,6010
50,1288
50,11812
50,8847
50,5420
50,796
50,11394
50,7444
50,12915
50,9704
50,13375
50,2181
50,11568
50,3349
50,7092
50,285
50,10827
50,781
50,1567
50,6375
50,1150
50,11429
50,261
50,6272
50,13350
50,10836
50,8521
50,12910
50,112
50,3744
50,8143
50,3450
50,8867
50,1719
50,7202
50,13426
50,10665
50,118
50,5056
51,1986
51,6068
51,48
51,13103
51,3419
51,3478
51,5066
51,406
51,13584
51,18
51,210
51,5220
51,6607
51,1196
51,510
51,11607
51,5997
51,13788
51,7623
51,13136
52,1898
52,8553
52,49
52,10230
52,5081
52,4295
52,5634
52,1153
52,13767
52,1882
52,228
52,5010
52,8372
52,440
52,331
52,13628
52,9797
52,12497
52,14000
53,5510
53,50
53,9313
53,613
53,10198
53,5006
53,3311
53,6623
53,9420
53,3708
53,7008
53,1756
53,13424
53,570
53,12709
53,5966
53,12225
53,7227
53,12031
53,8885
53,3774
53,7370
53,8900
53,6910
53,628
53,10440
53,7510
53,9233
53,9358
53,5379
53,10871
53,7934
53,6248
53,7997
53,3048
53,8664
53,230
53,3699
53,1476
53,10664
53,1120
53,7772
53,12335
53,13448
53,13126
53,3424
53,6907
53,8263
53,6116
53,9728
53,5414
53,12284
53,11540
53,3885
53,6562
53,13724
54,12491
54,4928
54,8136
54,13150
54,8492
54,12750
54,327
54,3145
54,2555
54,1
54,1500
54,5672
54,7191
54,3353
54,3138
54,3201
54,12853
54,3403
54,1776
54,3966
54,9049
54,7827
54,8288
54,51
54,7344
54,7221
54,867
54,2731
54,7929
54,3
54,12154
54,3878
54,959
54,9040
54,4409
54,8560
55,6580
55,12008
55,6010
55,9902
55,52
55,7594
55,8661
55,10298
55,5903
55,8256
55,7426
55,1175
55,4005
55,3731
55,103
55,8315
55,10925
55,1567
55,11557
55,11835
55,8552
55,13351
56,3121
56,53
56,8776
56,191
56,9932
56,3272
56,1640
56,5817
56,8507
56,1707
56,5854
56,1782
56,11367
56,25
56,13077
56,5998
56,9898
56,7399
56,9993
56,8549
56,3430
56,6491
56,7502
56,4598
56,774
56,11757
56,7219
56,9390
56,8774
56,2880
56,10408
56,7406
56,3481
56,7566
56,1494
56,9306
56,130
56,3190
56,1554
56,10289
56,785
56,7175
56,13260
56,13739
56,1722
56,4863
56,7396
56,2923
56,9111
56,2995
56,11874
56,12117
56,1500
56,6164
56,12728
57,10530
57,4690
57,54
57,4369
57,2284
57,858
57,1229
57,10746
57,1767
57,2957
58,55
58,4681
58,8828
58,1738
58,6279
58,11675
58,4014
58,10535
58,11484
58,12921
58,1703
58,7674
58,13051
58,4499
58,9440
59,12737
59,10090
59,56
59,8501
59,5785
59,1498
59,403
59,12864
59,1630
60,7922
60,6444
60,57
60,6128
60,3662
60,1975
60,441
60,8953
