item_id,item_name,tail_id,tail_name,relation_id,relation_name,attention_score
4506,Unknown_4506,27045,Fans of vegan options,9,appeals to,0.000402104458771646
4506,Unknown_4506,52831,User_8025,1,InteractedBy,0.00032769489916972816
4506,Unknown_4506,47468,User_2662,1,InteractedBy,0.00030072752269916236
4506,Unknown_4506,27043,Fans of flavorful Thai food,9,appeals to,0.0001982606336241588
4506,Unknown_4506,27042,slow,3,offers,0.00015587054076604545
4506,Unknown_4506,55199,User_10393,1,InteractedBy,0.0001234711817232892
4506,Unknown_4506,45002,User_196,1,InteractedBy,0.00011801292566815391
4506,Unknown_4506,48023,User_3217,1,InteractedBy,0.00010095990728586912
4506,Unknown_4506,14826,flavorful,5,has feature,4.956142220180482e-05
4506,Unknown_4506,14500,reasonably priced,5,has feature,9.470191798754968e-06
4506,Unknown_4506,25527,unassuming,4,has atmosphere,5.9775388763227966e-06
4506,Unknown_4506,27041,Thai,2,serves,2.6043946945719654e-06
4012,Unknown_4012,14696,reasonable,11,price range,0.9999593496322632
4012,Unknown_4012,14119,casual dining,10,suitable for,2.1784524506074376e-05
4012,Unknown_4012,25887,Irish-American tavern,8,is a,7.1260201366385445e-06
4012,Unknown_4012,14891,dates,10,suitable for,6.814861080783885e-06
4012,Unknown_4012,14228,generous portions,3,offers,1.6474798485432984e-06
4012,Unknown_4012,50194,User_5388,1,InteractedBy,8.518499612364394e-07
4012,Unknown_4012,16206,tavern,21,category,6.713248126288818e-07
4012,Unknown_4012,46000,User_1194,1,InteractedBy,3.589174752960389e-07
4012,Unknown_4012,15397,welcoming,4,has atmosphere,3.200395610747364e-07
4012,Unknown_4012,51330,User_6524,1,InteractedBy,2.693112435281364e-07
4012,Unknown_4012,45614,User_808,1,InteractedBy,2.4484006644343026e-07
4012,Unknown_4012,59483,User_14677,1,InteractedBy,2.0803932443413942e-07
4012,Unknown_4012,55655,User_10849,1,InteractedBy,1.7392997619936068e-07
4012,Unknown_4012,52626,User_7820,1,InteractedBy,1.1982830017132073e-07
4012,Unknown_4012,54323,User_9517,1,InteractedBy,4.617815108076684e-08
4012,Unknown_4012,58200,User_13394,1,InteractedBy,4.008852627634951e-08
4012,Unknown_4012,22344,friends' gatherings,10,suitable for,3.645621049486181e-08
4012,Unknown_4012,47759,User_2953,1,InteractedBy,3.3007133026785596e-08
4012,Unknown_4012,57427,User_12621,1,InteractedBy,3.1443466497194095e-08
4012,Unknown_4012,50537,User_5731,1,InteractedBy,2.9617497787626235e-08
4012,Unknown_4012,46210,User_1404,1,InteractedBy,2.792221387437621e-08
4012,Unknown_4012,45166,User_360,1,InteractedBy,2.1005595485235062e-08
4012,Unknown_4012,49071,User_4265,1,InteractedBy,1.1039463565509777e-08
4012,Unknown_4012,54726,User_9920,1,InteractedBy,9.605788164890328e-09
4012,Unknown_4012,47013,User_2207,1,InteractedBy,6.773822391892281e-09
4012,Unknown_4012,49096,User_4290,1,InteractedBy,4.695491551132136e-09
3657,Unknown_3657,14092,Indianapolis,7,located in,0.9944586753845215
3657,Unknown_3657,14102,delicious food,5,has feature,0.001854100963100791
3657,Unknown_3657,25134,fun atmosphere with music and dancing,4,has atmosphere,0.0014110805932432413
3657,Unknown_3657,14759,Greek cuisine,2,serves,0.0003825635649263859
3657,Unknown_3657,53242,User_8436,1,InteractedBy,0.0003728339506778866
3657,Unknown_3657,45563,User_757,1,InteractedBy,0.00024337983631994575
3657,Unknown_3657,48527,User_3721,1,InteractedBy,0.00022204579727258533
3657,Unknown_3657,25135,family and friends,10,suitable for,0.00019617985526565462
3657,Unknown_3657,48390,User_3584,1,InteractedBy,0.00016332909581251442
3657,Unknown_3657,22108,free admission,5,has feature,0.00012206086103105918
3657,Unknown_3657,50429,User_5623,1,InteractedBy,0.00012005485041299835
3657,Unknown_3657,47979,User_3173,1,InteractedBy,0.00010972374002449214
3657,Unknown_3657,21719,variety of activities,3,offers,0.00010827325604623184
3657,Unknown_3657,51676,User_6870,1,InteractedBy,8.550527127226815e-05
3657,Unknown_3657,50593,User_5787,1,InteractedBy,7.801828905940056e-05
3657,Unknown_3657,53533,User_8727,1,InteractedBy,7.204758003354073e-05
2286,Unknown_2286,14353,Nashville,7,located in,0.9615429043769836
2286,Unknown_2286,21888,unique ordering system,5,has feature,0.007179035805165768
2286,Unknown_2286,21890,People who enjoy customizing their sandwiches,9,appeals to,0.007096892688423395
2286,Unknown_2286,14259,friendly staff,5,has feature,0.0064050424844026566
2286,Unknown_2286,56972,User_12166,1,InteractedBy,0.003840608987957239
2286,Unknown_2286,14719,sandwiches,2,serves,0.0035545886494219303
2286,Unknown_2286,21889,slightly longer wait time,5,has feature,0.0024414993822574615
2286,Unknown_2286,58464,User_13658,1,InteractedBy,0.002361014951020479
2286,Unknown_2286,14163,fresh food,5,has feature,0.0014454000629484653
2286,Unknown_2286,48828,User_4022,1,InteractedBy,0.0010048443218693137
2286,Unknown_2286,46672,User_1866,1,InteractedBy,0.0006222925730980933
2286,Unknown_2286,46784,User_1978,1,InteractedBy,0.000593850389122963
2286,Unknown_2286,45281,User_475,1,InteractedBy,0.00045033052447251976
2286,Unknown_2286,46408,User_1602,1,InteractedBy,0.0004035329620819539
2286,Unknown_2286,48486,User_3680,1,InteractedBy,0.0003847761545330286
2286,Unknown_2286,45407,User_601,1,InteractedBy,0.0002800605143420398
2286,Unknown_2286,55145,User_10339,1,InteractedBy,0.0002781576185952872
2286,Unknown_2286,46570,User_1764,1,InteractedBy,8.427799912169576e-05
2286,Unknown_2286,14609,delicious sandwiches,2,serves,3.079603993683122e-05
12066,Unknown_12066,18053,brewing company,8,is a,0.9055753350257874
12066,Unknown_12066,41403,friendly and communal atmosphere,4,has atmosphere,0.06906399875879288
12066,Unknown_12066,14353,Nashville,7,located in,0.0229179710149765
12066,Unknown_12066,56324,User_11518,1,InteractedBy,0.0009638129849918187
12066,Unknown_12066,57530,User_12724,1,InteractedBy,0.00028325809398666024
12066,Unknown_12066,41404,female-led breweries,5,has feature,0.0001677635736996308
12066,Unknown_12066,41405,history behind the beer-making process,5,has feature,0.00011073478526668623
12066,Unknown_12066,52599,User_7793,1,InteractedBy,8.803165110293776e-05
12066,Unknown_12066,51117,User_6311,1,InteractedBy,7.580636156490073e-05
12066,Unknown_12066,14086,beers,2,serves,7.014607399469241e-05
12066,Unknown_12066,14085,craft beers,2,serves,5.968648110865615e-05
12066,Unknown_12066,51829,User_7023,1,InteractedBy,5.958115798421204e-05
12066,Unknown_12066,46417,User_1611,1,InteractedBy,5.636309288092889e-05
12066,Unknown_12066,52169,User_7363,1,InteractedBy,5.15160099894274e-05
12066,Unknown_12066,50622,User_5816,1,InteractedBy,4.16654183936771e-05
12066,Unknown_12066,58659,User_13853,1,InteractedBy,3.869665306410752e-05
12066,Unknown_12066,52542,User_7736,1,InteractedBy,3.521858525346033e-05
12066,Unknown_12066,22839,wide selection of craft beers,5,has feature,3.175468373228796e-05
12066,Unknown_12066,49740,User_4934,1,InteractedBy,2.9882072340114973e-05
12066,Unknown_12066,45333,User_527,1,InteractedBy,2.857890103769023e-05
12066,Unknown_12066,50334,User_5528,1,InteractedBy,2.8098664188291878e-05
12066,Unknown_12066,58256,User_13450,1,InteractedBy,2.36096020671539e-05
12066,Unknown_12066,47962,User_3156,1,InteractedBy,2.0718693122034892e-05
12066,Unknown_12066,49990,User_5184,1,InteractedBy,1.8883160009863786e-05
12066,Unknown_12066,56210,User_11404,1,InteractedBy,1.8421613276586868e-05
12066,Unknown_12066,60439,User_15633,1,InteractedBy,1.8341641407459974e-05
12066,Unknown_12066,56391,User_11585,1,InteractedBy,1.6784128092695028e-05
12066,Unknown_12066,49229,User_4423,1,InteractedBy,1.6740948922233656e-05
12066,Unknown_12066,46164,User_1358,1,InteractedBy,1.4389326679520309e-05
12066,Unknown_12066,49723,User_4917,1,InteractedBy,1.2900354704470374e-05
12066,Unknown_12066,18067,community involvement,5,has feature,1.1383165656297933e-05
12066,Unknown_12066,51740,User_6934,1,InteractedBy,1.075548425433226e-05
12066,Unknown_12066,51187,User_6381,1,InteractedBy,1.0687479516491294e-05
12066,Unknown_12066,46033,User_1227,1,InteractedBy,8.427934517385438e-06
12066,Unknown_12066,57549,User_12743,1,InteractedBy,8.355269528692588e-06
12066,Unknown_12066,51546,User_6740,1,InteractedBy,5.3114740694582e-06
12066,Unknown_12066,52969,User_8163,1,InteractedBy,3.888107585225953e-06
12066,Unknown_12066,48984,User_4178,1,InteractedBy,2.6635557333065663e-06
1679,Unknown_1679,14239,Ardmore,7,located in,0.7185477614402771
1679,Unknown_1679,14085,craft beers,2,serves,0.08283548802137375
1679,Unknown_1679,14086,beers,2,serves,0.04119083285331726
1679,Unknown_1679,14154,friendly,4,has atmosphere,0.037071097642183304
1679,Unknown_1679,58782,User_13976,1,InteractedBy,0.035553447902202606
1679,Unknown_1679,58310,User_13504,1,InteractedBy,0.022620880976319313
1679,Unknown_1679,52916,User_8110,1,InteractedBy,0.01296085026115179
1679,Unknown_1679,45132,User_326,1,InteractedBy,0.010242927819490433
1679,Unknown_1679,46884,User_2078,1,InteractedBy,0.007662276271730661
1679,Unknown_1679,53397,User_8591,1,InteractedBy,0.007387419696897268
1679,Unknown_1679,15202,diverse beer selection,5,has feature,0.006582197733223438
1679,Unknown_1679,54622,User_9816,1,InteractedBy,0.004555278457701206
1679,Unknown_1679,47626,User_2820,1,InteractedBy,0.004438998177647591
1679,Unknown_1679,58476,User_13670,1,InteractedBy,0.00413107592612505
1679,Unknown_1679,48181,User_3375,1,InteractedBy,0.0017025306588038802
1679,Unknown_1679,48596,User_3790,1,InteractedBy,0.0014639567816630006
1679,Unknown_1679,18299,hot dogs,2,serves,0.0010529839200899005
